@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute input-1 numeric
@attribute input-2 numeric
@attribute input-3 numeric
@attribute input-4 numeric
@attribute input-5 numeric
@attribute input-6 numeric
@attribute input-7 numeric
@attribute input-8 numeric
@attribute input-9 numeric
@attribute input-10 numeric
@attribute input-11 numeric
@attribute input-12 numeric
@attribute input-13 numeric
@attribute input-14 numeric
@attribute input-15 numeric
@attribute input-16 numeric
@attribute input-17 numeric
@attribute input-18 numeric
@attribute input-19 numeric
@attribute input-20 numeric
@attribute input-21 numeric
@attribute input-22 numeric
@attribute input-23 numeric
@attribute input-24 numeric
@attribute input-25 numeric
@attribute input-26 numeric
@attribute input-27 numeric
@attribute input-28 numeric
@attribute input-29 numeric
@attribute input-30 numeric
@attribute input-31 numeric
@attribute input-32 numeric
@attribute input-33 numeric
@attribute input-34 numeric
@attribute input-35 numeric
@attribute input-36 numeric
@attribute input-37 numeric
@attribute input-38 numeric
@attribute input-39 numeric
@attribute input-40 numeric
@attribute input-41 numeric
@attribute input-42 numeric
@attribute input-43 numeric
@attribute input-44 numeric
@attribute input-45 numeric
@attribute input-46 numeric
@attribute input-47 numeric
@attribute input-48 numeric
@attribute input-49 numeric
@attribute input-50 numeric
@attribute input-51 numeric
@attribute input-52 numeric
@attribute input-53 numeric
@attribute input-54 numeric
@attribute input-55 numeric
@attribute input-56 numeric
@attribute input-57 numeric
@attribute input-58 numeric
@attribute input-59 numeric
@attribute input-60 numeric
@attribute input-61 numeric
@attribute input-62 numeric
@attribute input-63 numeric
@attribute input-64 numeric
@attribute input-65 numeric
@attribute input-66 numeric
@attribute input-67 numeric
@attribute input-68 numeric
@attribute input-69 numeric
@attribute input-70 numeric
@attribute input-71 numeric
@attribute input-72 numeric
@attribute input-73 numeric
@attribute input-74 numeric
@attribute input-75 numeric
@attribute input-76 numeric
@attribute input-77 numeric
@attribute input-78 numeric
@attribute input-79 numeric
@attribute input-80 numeric
@attribute input-81 numeric
@attribute input-82 numeric
@attribute input-83 numeric
@attribute input-84 numeric
@attribute input-85 numeric
@attribute input-86 numeric
@attribute input-87 numeric
@attribute input-88 numeric
@attribute input-89 numeric
@attribute input-90 numeric
@attribute input-91 numeric
@attribute input-92 numeric
@attribute input-93 numeric
@attribute input-94 numeric
@attribute input-95 numeric
@attribute input-96 numeric
@attribute input-97 numeric
@attribute input-98 numeric
@attribute input-99 numeric
@attribute input-100 numeric
@attribute input-101 numeric
@attribute input-102 numeric
@attribute input-103 numeric
@attribute input-104 numeric
@attribute input-105 numeric
@attribute input-106 numeric
@attribute input-107 numeric
@attribute input-108 numeric
@attribute input-109 numeric
@attribute input-110 numeric
@attribute input-111 numeric
@attribute input-112 numeric
@attribute input-113 numeric
@attribute input-114 numeric
@attribute input-115 numeric
@attribute input-116 numeric
@attribute input-117 numeric
@attribute input-118 numeric
@attribute input-119 numeric
@attribute input-120 numeric
@attribute input-121 numeric
@attribute input-122 numeric
@attribute input-123 numeric
@attribute input-124 numeric
@attribute input-125 numeric
@attribute input-126 numeric
@attribute input-127 numeric
@attribute input-128 numeric
@attribute input-129 numeric
@attribute input-130 numeric
@attribute input-131 numeric
@attribute input-132 numeric
@attribute input-133 numeric
@attribute input-134 numeric
@attribute input-135 numeric
@attribute input-136 numeric
@attribute input-137 numeric
@attribute input-138 numeric
@attribute input-139 numeric
@attribute input-140 numeric
@attribute input-141 numeric
@attribute input-142 numeric
@attribute input-143 numeric
@attribute input-144 numeric
@attribute input-145 numeric
@attribute input-146 numeric
@attribute input-147 numeric
@attribute input-148 numeric
@attribute input-149 numeric
@attribute input-150 numeric
@attribute input-151 numeric
@attribute input-152 numeric
@attribute input-153 numeric
@attribute input-154 numeric
@attribute input-155 numeric
@attribute input-156 numeric
@attribute input-157 numeric
@attribute input-158 numeric
@attribute input-159 numeric
@attribute input-160 numeric
@attribute input-161 numeric
@attribute input-162 numeric
@attribute input-163 numeric
@attribute input-164 numeric
@attribute input-165 numeric
@attribute input-166 numeric
@attribute input-167 numeric
@attribute input-168 numeric
@attribute input-169 numeric
@attribute input-170 numeric
@attribute input-171 numeric
@attribute input-172 numeric
@attribute input-173 numeric
@attribute input-174 numeric
@attribute input-175 numeric
@attribute input-176 numeric
@attribute input-177 numeric
@attribute input-178 numeric
@attribute input-179 numeric
@attribute input-180 numeric
@attribute input-181 numeric
@attribute input-182 numeric
@attribute input-183 numeric
@attribute input-184 numeric
@attribute input-185 numeric
@attribute input-186 numeric
@attribute input-187 numeric
@attribute input-188 numeric
@attribute input-189 numeric
@attribute input-190 numeric
@attribute input-191 numeric
@attribute input-192 numeric
@attribute input-193 numeric
@attribute input-194 numeric
@attribute input-195 numeric
@attribute input-196 numeric
@attribute input-197 numeric
@attribute input-198 numeric
@attribute input-199 numeric
@attribute input-200 numeric
@attribute input-201 numeric
@attribute input-202 numeric
@attribute input-203 numeric
@attribute input-204 numeric
@attribute input-205 numeric
@attribute input-206 numeric
@attribute input-207 numeric
@attribute input-208 numeric
@attribute input-209 numeric
@attribute input-210 numeric
@attribute input-211 numeric
@attribute input-212 numeric
@attribute input-213 numeric
@attribute input-214 numeric
@attribute input-215 numeric
@attribute input-216 numeric
@attribute input-217 numeric
@attribute input-218 numeric
@attribute input-219 numeric
@attribute input-220 numeric
@attribute input-221 numeric
@attribute input-222 numeric
@attribute input-223 numeric
@attribute input-224 numeric
@attribute input-225 numeric
@attribute input-226 numeric
@attribute input-227 numeric
@attribute input-228 numeric
@attribute input-229 numeric
@attribute input-230 numeric
@attribute input-231 numeric
@attribute input-232 numeric
@attribute input-233 numeric
@attribute input-234 numeric
@attribute input-235 numeric
@attribute input-236 numeric
@attribute input-237 numeric
@attribute input-238 numeric
@attribute input-239 numeric
@attribute input-240 numeric
@attribute input-241 numeric
@attribute input-242 numeric
@attribute input-243 numeric
@attribute input-244 numeric
@attribute input-245 numeric
@attribute input-246 numeric
@attribute input-247 numeric
@attribute input-248 numeric
@attribute input-249 numeric
@attribute input-250 numeric
@attribute input-251 numeric
@attribute input-252 numeric
@attribute input-253 numeric
@attribute input-254 numeric
@attribute input-255 numeric
@attribute input-256 numeric
@attribute input-257 numeric
@attribute input-258 numeric
@attribute input-259 numeric
@attribute input-260 numeric
@attribute input-261 numeric
@attribute input-262 numeric
@attribute input-263 numeric
@attribute input-264 numeric
@attribute input-265 numeric
@attribute input-266 numeric
@attribute input-267 numeric
@attribute input-268 numeric
@attribute input-269 numeric
@attribute input-270 numeric
@attribute input-271 numeric
@attribute input-272 numeric
@attribute input-273 numeric
@attribute input-274 numeric
@attribute input-275 numeric
@attribute input-276 numeric
@attribute input-277 numeric
@attribute input-278 numeric
@attribute input-279 numeric
@attribute input-280 numeric
@attribute input-281 numeric
@attribute input-282 numeric
@attribute input-283 numeric
@attribute input-284 numeric
@attribute input-285 numeric
@attribute input-286 numeric
@attribute input-287 numeric
@attribute input-288 numeric
@attribute input-289 numeric
@attribute input-290 numeric
@attribute input-291 numeric
@attribute input-292 numeric
@attribute input-293 numeric
@attribute input-294 numeric
@attribute input-295 numeric
@attribute input-296 numeric
@attribute input-297 numeric
@attribute input-298 numeric
@attribute input-299 numeric
@attribute input-300 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
41,'2024/10/22 19:48:09:821',8,-0.734873,0.161625,-0.280493,-0.085847,-0.160779,0.041258,0.049244,-0.213705,-0.018632,2.091909,-0.053603,-0.001132,-0.033919,0.024733,-0.192939,-0.007031,-0.038144,0.738116,-0.181943,0.025272,-0.050976,-0.008972,-0.038817,-0.153424,-0.014011,-0.104577,-0.041271,-0.117215,-0.017849,-0.214917,-0.098775,0.071593,-0.09863,-0.004596,0.104568,0.148171,-0.087013,-0.00621,-0.07752,0.110564,0.097122,-0.053343,-0.072869,0.012139,0.05251,-0.097513,-0.095132,0.06119,-0.11261,0.015642,-0.128134,0.151158,0.059567,-0.010252,0.06763,0.012404,-0.047946,-0.090485,0.024597,-0.059752,-0.059173,-0.095355,-0.028434,0.048509,0.152698,-0.137245,0.018803,-0.079991,0.066597,0.019507,0.173489,0.148583,0.167168,-0.076295,-0.039146,0.162408,0.064559,-0.037697,-0.003846,0.197697,-0.133723,0.099474,-0.058526,-0.129705,0.032274,-0.180439,0.44441,-0.227609,-0.040091,-0.015245,-0.103044,-0.029555,-0.105211,0.040074,0.0125,-0.191622,0.030882,-0.053907,0.095242,-0.049613,-0.098963,0.053143,-0.145196,0.001779,0.249711,-1.217816,0.052328,-0.054943,-0.066361,-0.075341,0.001366,-0.177484,-0.037649,-0.257725,-0.083147,-0.010979,-0.02291,-0.228447,-0.017326,-0.119272,0.056773,0.055087,0.000484,-0.22409,-0.033506,-0.03265,-0.024666,-0.167468,-0.126443,-0.111098,-0.009609,-0.028292,0.011484,0.118709,0.108704,-0.054341,-0.190928,0.053719,0.023849,-0.01797,-1.759391,0.21858,0.17449,0.011694,-0.075335,-0.076429,-0.17946,0.072677,-0.037506,-0.073007,-0.01966,0.131641,0.040334,-0.036676,0.084613,-0.012461,-0.043994,0.015196,0.025119,-0.248349,-0.074062,-0.061384,0.167575,0.095453,-0.076084,-0.089075,0.111825,0.019644,-0.118794,-0.09494,-0.043582,-0.174232,0.051792,-0.162806,0.066973,-0.00708,-0.177576,0.04646,0.093112,-0.128747,-0.060105,-0.11211,-0.292221,0.159072,-0.094713,0.072361,-0.113227,0.050644,0.1483,0.067871,0.229713,-0.101925,-0.097135,-0.006317,-0.148627,0.013426,0.018591,-0.161648,-0.131906,0.085033,0.057397,-0.002756,-0.104886,-0.007059,-0.050887,-0.008192,0.085927,0.053805,0.123267,0.115628,-0.032002,0.100031,0.013885,-0.079386,0.029873,-0.024117,0.078906,0.033615,-0.129672,-0.124653,-0.076651,0.054143,-0.192349,-0.164504,0.028485,-0.184317,-0.120039,0.017746,-0.003867,-0.034537,0.009216,-0.072105,0.142572,0.001865,0.035274,0.080341,0.13108,-0.082685,-0.021143,-0.091284,-0.043407,0.05695,-0.020805,0.083089,0.078882,-0.042967,-0.033976,-0.233891,-0.110097,0.220923,0.025312,-0.062259,0.123128,-0.049841,-0.013583,0.179248,0.000556,-0.028263,0.088411,0.170959,-0.208093,0.000188,-0.039774,0.108612,0.181694,0.044645,-0.098302,0.067488,0.369772,0.126434,0.128075,-0.090612,-0.110623,-0.25307,-0.162684,0.036657,-0.028645,-0.042334,-0.064844,0.321725,-0.00275,0.044003,-0.028377,0.000592,-0.018617,0.209868,0.157437,-0.195948,0.029206,0.033261,-0.152716,0.058366,-0.110501,-0.10299,0.024632,0.224959,-0.019274,-0.080266,0.030736,0.080181,1
42,'2024/10/22 19:48:10:837',8,-0.713699,0.077961,-0.27101,-0.143479,-0.096808,0.031947,-0.003729,-0.212245,-0.000644,2.153036,-0.063473,-0.003446,0.010252,0.031577,-0.2047,0.031537,-0.007842,0.578593,-0.198182,-0.007231,-0.018274,0.002856,0.037928,-0.263519,-0.104319,-0.093499,-0.057047,-0.117965,0.037596,-0.224637,-0.170335,0.138862,-0.107473,-0.019515,0.136129,0.120487,-0.016565,0.066112,-0.114205,0.009384,0.064535,-0.107717,0.007158,0.087549,0.116226,-0.049941,-0.062793,0.050737,-0.106946,0.027245,-0.119551,0.178371,0.009872,0.025005,-0.03006,0.0763,-0.10498,-0.136719,0.033203,-0.102381,-0.11283,-0.074022,-0.084556,0.052753,0.195737,-0.089827,0.000791,-0.06277,0.053654,0.019478,0.150576,0.094353,0.192263,-0.047027,-0.112931,0.147593,0.166357,-0.059694,-0.12732,0.262562,-0.024681,0.073712,-0.082027,-0.079885,-0.031127,-0.080712,0.559061,-0.2993,0.013169,0.00742,-0.077,-0.109357,-0.09544,0.078752,0.059996,-0.184439,0.043828,-0.106234,0.083381,-0.022393,-0.063859,0.021735,-0.137339,0.013236,0.268136,-1.08106,0.042022,-0.079965,-0.106483,-0.048633,-0.001302,-0.215701,-0.001853,-0.195449,-0.101534,-0.017716,0.002725,-0.200653,-0.043397,-0.120781,0.098398,-0.005575,-0.057338,-0.178151,-0.047748,0.05651,-0.052303,-0.103695,-0.119546,-0.088123,0.001428,-0.020945,0.024351,0.088702,0.115033,-0.076915,-0.180888,0.106984,-0.066707,0.055247,-1.906453,0.224112,0.141271,0.027276,-0.114096,-0.066191,-0.172045,0.044329,-0.038495,-0.044873,-0.006989,0.164822,0.060607,0.005608,0.127252,-0.057116,-0.060057,0.003196,0.07131,-0.280068,-0.077543,-0.054908,0.075314,0.022552,-0.145312,-0.064487,0.004552,0.010552,-0.166218,-0.12895,-0.077571,-0.188543,-0.013894,-0.199311,0.09019,-0.055422,-0.15188,0.067765,0.004019,-0.143482,-0.017518,-0.104592,-0.360275,0.222379,-0.08299,0.115079,-0.11547,0.027973,0.150997,0.147023,0.299051,-0.079854,-0.043361,0.043567,-0.04907,-0.046994,0.072782,-0.188335,-0.10958,0.142909,0.046557,-0.034246,-0.081479,-0.008348,-0.131782,-0.041181,0.054484,0.09216,0.159776,0.082904,-0.08924,0.113472,0.037407,-0.012504,0.092933,-0.017261,0.01811,-0.031598,-0.152676,-0.096189,-0.072006,0.048888,-0.181033,-0.174065,0.025925,-0.158264,-0.126747,0.029063,0.027442,-0.091824,0.015992,-0.0398,0.216103,0.01768,0.016183,0.055935,0.131541,-0.066923,0.015123,-0.027247,-0.021267,0.039391,-0.022333,0.115349,0.053489,-0.102507,-0.006407,-0.231833,-0.071694,0.26265,-0.009252,-0.136245,0.104542,-0.007809,-0.003155,0.116385,-0.004607,-0.02116,0.049651,0.151212,-0.209745,0.053773,-0.017094,0.05139,0.128125,0.037219,-0.082349,0.106217,0.378268,0.152466,0.145985,-0.093356,-0.145797,-0.268735,-0.104351,0.030428,0.052417,-0.087077,0.031071,0.288805,-0.022932,-0.04825,-0.00155,0.013578,0.01661,0.208458,0.141135,-0.166187,0.010996,0.055105,-0.131424,-0.029251,-0.045812,-0.070284,0.052756,0.206719,-0.039442,-0.023485,0.078413,0.094068,1
43,'2024/10/22 19:48:11:864',8,-0.716864,0.00398,-0.251015,-0.08443,-0.007025,0.027646,0.028306,-0.182754,-0.015742,2.037625,0.014568,-0.038004,0.017934,-0.019274,-0.219264,0.054302,-0.039129,0.450345,-0.184419,0.014325,0.012861,-0.019411,0.038805,-0.272094,-0.089369,-0.06496,-0.01637,-0.047795,-0.045351,-0.239413,-0.177047,0.131875,-0.124602,0.045011,0.207317,0.035893,-0.046261,0.034118,-0.209404,0.055922,0.046768,-0.097123,-0.057509,0.073714,0.082501,-0.090037,-0.05943,0.064523,-0.047222,0.004547,-0.13072,0.200706,-0.089984,0.030868,-0.012942,0.115424,-0.090242,-0.127731,0.124933,-0.106903,-0.050371,-0.055741,-0.087088,0.012945,0.147135,-0.056773,0.008157,-0.104488,0.063366,0.110292,0.193482,0.11695,0.174754,-0.045055,-0.103475,0.143987,0.147415,-0.04638,-0.15469,0.236561,-0.055872,0.058037,-0.134353,-0.093054,-0.006344,-0.086244,0.648587,-0.256025,-0.050504,0.03392,-0.141533,-0.054458,-0.121413,0.047902,0.051573,-0.157714,-0.011552,-0.093061,0.068226,-0.052001,-0.016671,0.051164,-0.130147,0.010284,0.255638,-0.973249,0.062662,-0.159295,-0.142684,-0.056348,-0.007632,-0.178867,-0.062359,-0.262065,-0.076511,-0.070076,-0.033282,-0.183753,0.002559,-0.094457,0.063849,0.003078,-0.031164,-0.186822,-0.101056,0.089386,-0.113176,-0.19291,-0.103153,-0.086507,-0.013879,-0.051498,-0.001547,0.104881,0.1078,-0.056406,-0.236592,0.12254,-0.028765,0.068718,-2.202447,0.192788,0.116197,0.03241,-0.103187,-0.10553,-0.206306,0.052923,-0.095256,-0.031351,-0.12676,0.194082,0.046136,-0.043911,0.117187,0.021479,-0.037766,-0.020665,0.086842,-0.28652,-0.033182,-0.08692,0.1685,0.118209,-0.143245,-0.119787,0.058718,-0.019858,-0.198117,-0.123576,-0.064185,-0.209702,0.031153,-0.213161,0.04993,-0.065336,-0.217878,0.091283,-0.027546,-0.131675,-0.033825,-0.059565,-0.354305,0.22548,-0.039031,0.09518,-0.089779,0.0397,0.186093,0.155425,0.257234,-0.066499,-0.043467,0.053675,-0.160988,-0.069089,0.151103,-0.18097,-0.157988,0.093035,0.051108,-0.043797,-0.124177,-0.048649,-0.104492,-0.025156,0.006772,0.022413,0.088677,0.047095,-0.196242,0.041691,0.001122,0.018784,0.055371,0.033713,0.020367,-0.039668,-0.080406,-0.171694,-0.049865,0.033068,-0.174815,-0.198028,-0.021134,-0.198916,-0.101174,0.049708,-0.020605,-0.03661,0.008563,-0.054148,0.140579,-0.04174,-0.01945,0.062106,0.109914,-0.074074,-0.053892,-0.08102,-0.047252,0.021729,-0.004845,0.049693,0.063656,-0.071806,-0.088583,-0.197551,-0.083536,0.336091,-0.040323,-0.123138,0.086817,-0.039788,-0.061173,0.080073,0.036454,0.108728,-0.005223,0.180557,-0.190039,0.044786,-0.022417,-0.02261,0.088269,0.086358,-0.125348,0.064116,0.209769,0.123214,0.041354,-0.102726,-0.242922,-0.23018,-0.174391,0.020374,0.057822,-0.048912,0.037742,0.28648,0.084314,0.002759,-0.005657,0.058076,-0.008256,0.196902,0.200672,-0.177791,0.004448,0.062993,-0.04749,0.012987,-0.04634,-0.066947,0.071372,0.231817,0.031344,0.023388,0.073483,0.06894,1
44,'2024/10/22 19:48:12:887',8,-0.738887,0.145568,-0.265568,-0.122135,-0.124597,0.01161,-0.020001,-0.116995,0.004302,2.223293,-0.101393,-0.019253,0.000325,0.061042,-0.172255,-0.00708,-0.003717,0.62233,-0.201822,0.047625,-0.062987,-0.000195,0.042076,-0.220741,-0.012408,-0.072632,-0.014843,-0.046689,0.009226,-0.159436,-0.128355,0.12586,-0.21018,-0.068008,0.173307,0.151516,-0.058172,-0.002067,-0.066827,0.085336,0.077219,-0.035055,-0.002187,0.042378,0.087779,-0.110717,-0.065508,0.144152,-0.063944,0.030499,-0.075643,0.17978,0.062157,0.016433,0.005126,0.055257,-0.065631,-0.138503,0.039707,-0.137962,-0.133586,-0.067685,-0.065485,0.090011,0.163201,-0.039189,0.025769,-0.063285,0.052563,-0.019353,0.148365,0.107447,0.122484,-0.039498,-0.028859,0.126266,0.13644,-0.057823,-0.050123,0.198046,-0.059503,0.091039,-0.085613,-0.132046,-0.012396,-0.081698,0.422035,-0.349766,-0.041561,-0.005578,-0.135061,-0.10584,-0.100592,0.045072,0.011237,-0.205555,0.05882,-0.013891,0.07695,-0.049674,-0.062901,0.048284,-0.109718,0.032744,0.308188,-1.220671,-0.006539,0.029291,-0.116594,-0.048546,-0.072024,-0.204633,0.004374,-0.218696,-0.121012,0.032854,0.002329,-0.23067,0.009771,-0.151886,0.04076,0.011313,0.016329,-0.187577,-0.06525,0.016807,-0.052145,-0.093988,-0.134946,-0.067865,0.018348,-0.067233,0.03229,0.068343,0.123954,-0.050584,-0.19826,0.105877,-0.081002,0.011297,-1.683598,0.221308,0.135972,0.029167,-0.103586,-0.044077,-0.166832,0.118928,-0.003711,-0.067073,0.007064,0.146598,0.117711,0.01468,0.085061,-0.039425,-0.089416,0.058294,-0.006373,-0.231898,-0.090156,-0.026535,0.077875,0.073302,-0.154937,-0.084252,0.044641,-0.00001,-0.110478,-0.13091,-0.077667,-0.194609,0.041875,-0.093962,0.104007,-0.020576,-0.180332,0.073124,0.050212,-0.139362,-0.046969,-0.078499,-0.30914,0.215835,-0.084201,0.116155,-0.075823,0.014468,0.1063,0.134849,0.280779,-0.12326,-0.046555,0.034371,-0.059337,0.004798,0.052505,-0.204039,-0.132165,0.119293,0.071341,-0.045,-0.088208,0.006201,-0.078922,-0.02663,0.044008,0.105997,0.149167,0.128482,-0.022451,0.142649,0.043513,0.003784,0.06833,-0.065092,0.018349,0.020536,-0.103179,-0.098359,-0.072686,0.047433,-0.186968,-0.216052,-0.033753,-0.170176,-0.127391,-0.00511,0.017811,-0.087232,-0.027223,-0.025071,0.198407,0.007036,0.005955,0.065027,0.157971,-0.022606,-0.040751,-0.077055,0.002698,0.049028,-0.024761,0.115107,0.074197,-0.089842,0.031654,-0.238433,-0.081051,0.227098,0.034836,-0.061728,0.119458,-0.016008,-0.047066,0.138501,-0.065859,-0.07674,0.101561,0.153635,-0.275861,0.003599,-0.020457,0.116151,0.154894,0.004282,-0.060733,0.128305,0.398437,0.105567,0.175804,-0.092551,-0.106013,-0.230397,-0.091064,0.043675,-0.024965,-0.076356,-0.004933,0.307298,-0.042726,-0.029668,-0.075099,0.047315,-0.010943,0.179177,0.126285,-0.127648,-0.004747,0.006105,-0.154796,0.040676,-0.032674,-0.096737,0.022786,0.22745,-0.009008,-0.046732,0.031583,0.059751,1
45,'2024/10/22 19:48:13:914',8,-0.699371,0.090037,-0.262002,-0.057131,-0.039623,0.03035,-0.021396,-0.164656,0.005151,1.932978,-0.033783,-0.047083,0.024375,0.008446,-0.136146,0.012814,-0.040543,0.758077,-0.21737,-0.030012,-0.008422,0.009113,0.041604,-0.219136,-0.057483,-0.097424,-0.013192,-0.026721,-0.027491,-0.1842,-0.140243,0.122822,-0.16187,-0.046957,0.139229,0.178559,-0.044262,0.051915,-0.136813,0.017832,0.066116,-0.061805,-0.054234,0.035755,0.147322,-0.023266,-0.087447,0.039706,-0.032635,-0.026686,-0.059721,0.234769,0.068281,0.043718,0.04221,0.016901,-0.077832,-0.090312,0.042757,-0.051662,-0.063688,-0.123121,0.004476,0.066085,0.146066,-0.090915,-0.022811,-0.079723,0.078169,0.094824,0.181465,0.142865,0.160625,0.008417,-0.032481,0.136562,0.105305,-0.042838,-0.106478,0.149002,-0.066454,0.088002,-0.047646,-0.108261,0.04458,-0.167006,0.547831,-0.153723,-0.003598,0.004987,-0.09367,-0.105416,-0.04447,0.100089,0.003775,-0.176435,0.033457,-0.029984,0.054286,-0.087951,-0.026742,0.060051,-0.139144,0.049571,0.241227,-1.104308,0.087423,-0.080901,-0.031671,-0.062037,-0.072724,-0.22075,-0.008363,-0.172651,-0.128219,-0.001482,-0.051841,-0.196711,-0.030833,-0.18276,0.05931,-0.011995,-0.030659,-0.173423,-0.0794,0.080957,-0.049551,-0.117997,-0.105431,-0.061961,0.014199,-0.15672,0.002476,0.150943,0.177161,-0.039148,-0.266764,0.077311,-0.027449,0.034972,-1.805027,0.25565,0.126781,0.046756,-0.102839,-0.070904,-0.145374,0.072207,-0.010404,-0.001859,-0.004387,0.189608,0.042218,-0.02973,0.062097,-0.017339,-0.059616,0.033016,0.045378,-0.198916,-0.065301,-0.051389,0.103284,0.093927,-0.060184,-0.051614,0.030663,0.043172,-0.139074,-0.174457,-0.068371,-0.157683,-0.042792,-0.137339,0.02163,-0.031157,-0.157388,0.060406,0.073193,-0.136791,-0.085201,-0.11011,-0.312114,0.177248,-0.056041,0.060198,-0.128161,0.026611,0.116465,0.147559,0.233125,-0.103216,-0.007842,0.04551,-0.137779,-0.03891,0.031389,-0.122035,-0.140739,0.133126,-0.005061,-0.033637,-0.098674,0.008686,-0.026415,0.004618,0.022428,0.082959,0.041899,0.065527,-0.052364,0.113367,0.033208,-0.065113,-0.030152,-0.034856,0.038431,-0.007479,-0.103008,-0.130638,-0.074903,0.059783,-0.19893,-0.135142,-0.015342,-0.227583,-0.086677,0.032542,-0.010719,-0.027399,0.079852,-0.072,0.182598,0.015896,-0.043278,0.056537,0.08871,-0.090628,-0.008254,-0.049696,0.025121,0.00493,0.004118,0.116534,0.026974,-0.03734,-0.04385,-0.21079,-0.019618,0.269822,-0.057852,-0.134,0.085988,-0.066342,-0.047474,0.147028,0.003985,-0.00311,-0.002634,0.115668,-0.211741,0.035326,0.004651,0.086619,0.18111,0.042503,-0.057193,0.124477,0.227123,0.118086,0.134013,-0.091835,-0.166699,-0.245406,-0.109471,-0.00975,0.007719,-0.064229,0.010262,0.32418,0.03145,-0.08407,-0.040584,0.003921,-0.017461,0.272168,0.142027,-0.153713,0.076357,0.011195,-0.107911,0.046623,-0.054024,-0.099245,-0.011619,0.210672,0.026981,-0.078443,0.077982,0.057714,1
46,'2024/10/22 19:48:14:936',8,-0.716467,0.132418,-0.249867,-0.130575,-0.07064,0.011237,0.08527,-0.233883,0.006476,2.140819,-0.061706,-0.073865,-0.015036,0.02975,-0.250424,-0.010029,-0.015741,0.523429,-0.163867,0.072404,-0.037359,-0.034575,0.067018,-0.223223,-0.004538,-0.062275,-0.089198,-0.109898,0.022454,-0.142742,-0.116427,0.106333,-0.139403,0.017096,0.127963,0.156266,0.00021,0.011134,-0.120456,0.034324,-0.005103,-0.081972,0.004406,0.117699,0.099761,-0.010008,-0.073209,0.114526,-0.10097,0.002244,-0.109572,0.255547,0.031882,0.015055,-0.025379,0.095048,-0.109288,-0.122071,0.083691,-0.068993,-0.104166,-0.09344,-0.09103,0.072694,0.180687,-0.01379,-0.002438,-0.062752,0.087681,-0.02785,0.158837,0.100901,0.141799,-0.026501,-0.049546,0.144704,0.141895,-0.043841,-0.127222,0.251567,-0.053031,0.134963,-0.057474,-0.130334,-0.055092,-0.115434,0.473404,-0.348184,-0.040313,-0.058305,-0.174812,-0.066769,-0.100959,0.047113,0.080386,-0.181041,0.039689,-0.053358,0.080128,-0.032347,-0.092894,0.057721,-0.12588,0.018501,0.33624,-0.960124,-0.002893,-0.054848,-0.068589,-0.054311,-0.071001,-0.157811,-0.016357,-0.247488,-0.15218,0.028059,0.042161,-0.192954,-0.056596,-0.151426,0.088822,0.054339,0.001972,-0.213947,-0.015832,0.059112,-0.038913,-0.17069,-0.094566,-0.104273,-0.069192,-0.026673,0.005321,0.085747,0.11122,-0.083071,-0.228175,0.103497,0.002118,0.018579,-2.021906,0.191339,0.237687,-0.007503,-0.143722,-0.098121,-0.238861,0.046659,0.00349,-0.065043,-0.00682,0.174097,0.057849,-0.029162,0.117042,0.000052,-0.116986,-0.003432,0.040745,-0.226443,-0.099103,-0.07411,0.163044,0.050175,-0.134211,-0.088145,0.034864,-0.030185,-0.174641,-0.166186,-0.066741,-0.168289,0.022493,-0.11692,0.091942,-0.02437,-0.202645,0.120293,0.053227,-0.168963,-0.010981,-0.158165,-0.319919,0.191789,-0.108581,0.075896,-0.096793,0.060895,0.190773,0.138399,0.29475,-0.098628,-0.046916,0.049448,-0.08396,-0.036738,0.081752,-0.204844,-0.112386,0.154871,0.051416,-0.041917,-0.080523,-0.013425,-0.071586,-0.052979,0.040346,0.116177,0.095575,0.122897,-0.118852,0.179629,0.050945,-0.002562,0.024333,-0.051655,0.09222,-0.014757,-0.107188,-0.130479,-0.122205,0.04507,-0.234115,-0.144356,0.021847,-0.152723,-0.095798,0.00339,0.025289,-0.075255,-0.065353,-0.068326,0.179201,0.010795,0.022452,0.057374,0.194491,-0.039178,-0.072515,-0.081689,-0.003927,-0.026898,-0.002386,0.145135,0.027005,-0.049125,-0.034387,-0.227146,-0.072242,0.280869,0.016231,-0.07565,0.117081,-0.084531,-0.080312,0.04564,-0.027483,-0.03968,0.049105,0.09749,-0.208461,0.044437,0.040115,0.119632,0.122976,0.036932,-0.067084,0.159172,0.38518,0.166883,0.037825,-0.060447,-0.1294,-0.20229,-0.109374,0.036767,0.035346,-0.096474,0.051058,0.290257,-0.03082,-0.082578,0.009439,0.033475,0.045165,0.263894,0.098097,-0.160371,0.019212,-0.020681,-0.129763,0.014777,-0.110695,-0.07745,0.073606,0.233647,-0.076818,-0.060856,0.030101,0.085883,1
